,time,team,towers,team_gold,team_kills,top_kill,top_death,top_assist,top_gold,jungle_kill,jungle_death,jungle_assist,jungle_gold,mid_kill,mid_death,mid_assist,mid_gold,bot_kill,bot_death,bot_assist,bot_gold,supp_kill,supp_death,supp_assist,supp_gold
279,279,TF,0,16800,0,0,0,0,3772,0,0,0,3308,0,0,0,3973,0,0,0,3388,0,0,0,2905
279,279,T1,0,15800,0,0,0,0,3430,0,0,0,3095,0,0,0,3625,0,0,0,3285,0,0,0,2371
280,280,TF,0,17000,0,0,0,0,3779,0,0,0,3315,0,0,0,3980,0,0,0,3395,0,0,0,2516
280,280,T1,0,15800,0,0,0,0,3437,0,0,0,3102,0,0,0,3802,0,0,0,3292,0,0,0,2382
281,281,TF,0,17000,0,0,0,0,3783,0,0,0,3319,0,0,0,3984,0,0,0,3398,0,0,0,2521
281,281,T1,0,15800,0,0,0,0,3441,0,0,0,3106,0,0,0,3846,0,0,0,3361,0,0,0,2388
282,282,TF,0,17000,0,0,0,0,3786,0,0,0,3322,0,0,0,3987,0,0,0,3402,0,0,0,2927
282,282,T1,0,16100,0,0,0,0,3444,0,0,0,3109,0,0,0,3849,0,0,0,3364,0,0,0,2393
283,283,TF,0,17000,0,0,0,0,3786,0,0,0,3322,0,0,0,3987,0,0,0,3402,0,0,0,25927
283,283,T1,0,16100,0,0,0,0,3444,0,0,0,3109,0,0,0,3849,0,0,0,3364,0,0,0,2393
284,284,TF,0,17000,0,0,0,0,3793,0,0,0,3329,0,0,0,3994,0,0,0,3409,0,0,0,2538
284,284,T1,0,16200,0,0,0,0,3477,0,0,0,3116,0,0,0,3856,0,0,0,3436,0,0,0,2404
285,285,TF,0,17000,0,0,0,0,3797,0,0,0,3333,0,0,0,3998,0,0,0,3412,0,0,0,2543
285,285,T1,0,16300,0,0,0,0,3481,0,0,0,3120,0,0,0,3860,0,0,0,3480,0,0,0,2410
286,286,TF,0,17100,0,0,0,0,3800,0,0,0,3336,0,0,0,4001,0,0,0,3416,0,0,0,2549
286,286,T1,0,16400,0,0,0,0,3484,0,0,0,3123,0,0,0,3863,0,0,0,3499,0,0,0,2415
287,287,TF,0,17100,0,0,0,0,3950,0,0,0,3336,0,0,0,4001,0,0,0,3416,0,0,0,2549
287,287,T1,0,16400,0,0,0,0,3484,0,0,0,3123,0,0,0,3863,0,0,0,3499,0,0,0,2415
288,288,TF,0,17300,0,0,0,0,3957,0,0,0,3367,0,0,0,4008,0,0,0,3423,0,0,0,2560
288,288,T1,0,16400,0,0,0,0,3491,0,0,0,3130,0,0,0,3870,0,0,0,3506,0,0,0,2426
289,289,TF,0,17300,0,0,0,0,3961,0,0,0,3395,0,0,0,4012,0,0,0,3426,0,0,0,2565
289,289,T1,0,16400,0,0,0,0,3495,0,0,0,3134,0,0,0,3874,0,0,0,3510,0,0,0,2432
290,290,TF,0,171400,0,0,0,0,3961,0,0,0,3503,0,0,0,4012,0,0,0,3426,0,0,0,2565
290,290,T1,0,16400,0,0,0,0,3524,0,0,0,3137,0,0,0,3877,0,0,0,3558,0,0,0,2435
291,291,TF,0,171400,0,0,0,0,3964,0,0,0,3506,0,0,0,4015,0,0,0,3430,0,0,0,2571
291,291,T1,0,16400,0,0,0,0,3564,0,0,0,3137,0,0,0,3877,0,0,0,3558,0,0,0,2437
292,292,TF,0,171400,0,0,0,0,3971,0,0,0,3913,0,0,0,4022,0,0,0,3437,0,0,0,2582
292,292,T1,0,16600,0,0,0,0,3611,0,0,0,3144,0,0,0,3884,0,0,0,3565,0,0,0,2448
293,293,TF,0,171400,0,0,0,0,3975,0,0,0,3917,0,0,0,4026,0,0,0,3440,0,0,0,2587
293,293,T1,0,16700,0,0,0,0,3615,0,0,0,3148,0,0,0,3888,0,0,0,3569,0,0,0,2454
294,294,TF,0,171400,0,0,0,0,3978,0,0,0,3520,0,0,0,4029,0,0,0,3444,0,0,0,2593
294,294,T1,0,16700,0,0,0,0,3663,0,0,0,3283,0,0,0,3891,0,0,0,3572,0,0,0,2459
295,295,TF,0,171400,0,0,0,0,3978,0,0,0,3520,0,0,0,4029,0,0,0,3444,0,0,0,2593
295,295,T1,0,16700,0,0,0,0,3663,0,0,0,3283,0,0,0,3891,0,0,0,3572,0,0,0,2459
296,296,TF,0,171400,0,0,0,0,3985,0,0,0,3527,0,0,0,4036,0,0,0,3451,0,0,0,2604
296,296,T1,0,16900,0,0,0,0,3670,0,0,0,3314,0,0,0,3898,0,0,0,3579,0,0,0,2470
300,300,TF,0,171400,0,0,0,0,3999,0,0,0,3697,0,0,0,4050,0,0,0,3465,0,0,0,2626
300,300,T1,0,11200,0,0,0,0,3684,0,0,0,3328,0,0,0,3912,0,0,0,3763,0,0,0,2492
301,301,TF,0,171400,0,0,0,0,4003,0,0,0,3701,0,0,0,4054,0,0,0,3468,0,0,0,2631
301,301,T1,0,171200,0,0,0,0,3688,0,0,0,3332,0,0,0,3916,0,0,0,3767,0,0,0,2498
302,302,TF,0,171400,0,0,0,0,4003,0,0,0,3701,0,0,0,4054,0,0,0,3468,0,0,0,2631
302,302,T1,0,171200,0,0,0,0,3688,0,0,0,3332,0,0,0,3916,0,0,0,3767,0,0,0,2498
303,303,TF,0,171400,0,0,0,0,4006,0,0,0,3704,0,0,0,4057,0,0,0,3472,0,0,0,2637
303,303,T1,0,11200,0,0,0,0,3691,0,0,0,3335,0,0,0,3919,0,0,0,3770,0,0,0,2503
304,304,TF,0,171400,0,0,0,0,4013,0,0,0,3724,0,0,0,4064,0,0,0,3544,0,0,0,2664
304,304,T1,0,11200,0,0,0,0,3698,0,0,0,3342,0,0,0,3926,0,0,0,3862,0,0,0,2514
305,305,TF,0,171400,0,0,0,0,4062,0,0,0,3791,0,0,0,4068,0,0,0,3612,0,0,0,2669
305,305,T1,0,11300,0,0,0,0,3702,0,0,0,3346,0,0,0,3930,0,0,0,3866,0,0,0,2520
306,306,TF,0,171400,0,0,0,0,4065,0,0,0,3795,0,0,0,4071,0,0,0,3616,0,0,0,2675
306,306,T1,0,171400,0,0,0,0,3705,0,0,0,3349,0,0,0,3933,0,0,0,3869,0,0,0,2525
307,307,TF,0,171400,0,0,0,0,4065,0,0,0,3770,0,0,0,4071,0,0,0,3656,0,0,0,2675
307,307,T1,0,171400,0,0,0,0,3705,0,0,0,3349,0,0,0,3933,0,0,0,3869,0,0,0,2525
319,319,TF,0,171400,0,0,0,0,4153,0,0,0,3815,0,0,0,4117,0,0,0,3786,0,0,0,2776
319,319,T1,0,18000,0,0,0,0,4006,0,0,0,3395,0,0,0,4084,0,0,0,3915,0,0,0,2597
320,320,TF,0,171400,0,0,0,0,4153,0,0,0,3815,0,0,0,4117,0,0,0,3786,0,0,0,2776
320,320,T1,0,18000,0,0,0,0,4006,0,0,0,3395,0,0,0,4084,0,0,0,3915,0,0,0,2597
322,322,TF,0,171400,0,0,0,0,4164,0,0,0,3826,0,0,0,4127,0,0,0,3797,0,0,0,2793
322,322,T1,0,18000,0,0,0,0,4016,0,0,0,3405,0,0,0,4094,0,0,0,3925,0,0,0,2613
324,324,TF,0,171400,0,0,0,0,4171,0,0,0,3833,0,0,0,4174,0,0,0,3804,0,0,0,2804
324,324,T1,0,18200,0,0,0,0,4023,0,0,0,3568,0,0,0,4101,0,0,0,3932,0,0,0,2624
325,325,TF,0,171400,0,0,0,0,4174,0,0,0,3836,0,0,0,4178,0,0,0,3807,0,0,0,2809
325,325,T1,0,18200,0,0,0,0,4027,0,0,0,3572,0,0,0,4190,0,0,0,3936,0,0,0,2630
326,326,TF,0,171400,0,0,0,0,4214,0,0,0,3836,0,0,0,4178,0,0,0,3807,0,0,0,2809
326,326,T1,0,18400,0,0,0,0,4027,0,0,0,3572,0,0,0,4190,0,0,0,3936,0,0,0,2630
327,327,TF,0,171400,0,0,0,0,4218,0,0,0,3840,0,0,0,4181,0,0,0,3876,0,0,0,2847
327,327,T1,0,18400,0,0,0,0,4030,0,0,0,3575,0,0,0,4193,0,0,0,3939,0,0,0,2635
328,328,TF,0,171400,0,0,0,0,4310,0,0,0,3847,0,0,0,4188,0,0,0,4028,0,0,0,2931
328,328,T1,0,18400,0,0,0,0,4037,0,0,0,3582,0,0,0,4200,0,0,0,4011,0,0,0,2646
329,329,TF,0,171400,0,0,0,0,4313,0,0,0,3850,0,0,0,4192,0,0,0,4031,0,0,0,2936
329,329,T1,0,18400,0,0,0,0,4041,0,0,0,3586,0,0,0,4204,0,0,0,4015,0,0,0,2652
330,330,TF,0,171400,0,0,0,0,4313,0,0,0,3850,0,0,0,4192,0,0,0,4031,0,0,0,2936
330,330,T1,0,18400,0,0,0,0,4041,0,0,0,3586,0,0,0,4204,0,0,0,4015,0,0,0,2652
331,331,TF,0,171400,0,0,0,0,4317,0,0,0,3854,0,0,0,4195,0,0,0,4035,0,0,0,2942
331,331,T1,0,18400,0,0,0,0,4044,0,0,0,3589,0,0,0,4207,0,0,0,4083,0,0,0,2657
332,332,TF,0,171400,0,0,0,0,4324,0,0,0,3861,0,0,0,4202,0,0,0,4042,0,0,0,2953
332,332,T1,0,18400,0,0,0,0,4051,0,0,0,3596,0,0,0,4214,0,0,0,4170,0,0,0,2668
360,360,TF,0,171400,0,0,0,0,4662,0,0,0,4522,0,0,0,437,0,0,0,4140,0,0,0,3120
360,360,T1,0,19800,0,0,0,0,4274,0,0,0,3902,0,0,0,4402,0,0,0,4328,0,0,0,2912
361,361,TF,0,171400,0,0,0,0,4665,0,0,0,4525,0,0,0,4405,0,0,0,4143,0,0,0,3125
361,361,T1,0,19800,0,0,0,0,4278,0,0,0,3906,0,0,0,4406,0,0,0,4332,0,0,0,2918
362,362,TF,0,171400,0,0,0,0,4740,0,0,0,4709,0,0,0,4480,0,0,0,4327,0,0,0,3309
362,362,T1,0,19800,0,0,0,0,4278,0,0,0,3906,0,0,0,4406,0,0,0,4332,0,0,0,2918
363,363,TF,0,171400,0,0,0,0,4917,0,0,0,4737,0,0,0,4487,0,0,0,4419,0,0,0,3341
363,363,T1,0,19900,0,0,0,0,4285,0,0,0,3913,0,0,0,4413,0,0,0,4339,0,0,0,2929
364,364,TF,0,171400,0,0,0,0,4921,0,0,0,4816,0,0,0,4490,0,0,0,4478,0,0,0,3373
364,364,T1,0,19900,0,0,0,0,4288,0,0,0,3916,0,0,0,4416,0,0,0,4342,0,0,0,2934
365,365,TF,0,171400,0,0,0,0,4921,0,0,0,4816,0,0,0,4530,0,0,0,4478,0,0,0,3373
365,365,T1,0,19900,0,0,0,0,4292,0,0,0,3920,0,0,0,4420,0,0,0,4346,0,0,0,2938
367,367,TF,1,171400,0,0,0,0,4928,0,0,0,4823,0,0,0,4537,0,0,0,4485,0,0,0,3384
367,367,T1,0,19900,0,0,0,0,4295,0,0,0,3923,0,0,0,4463,0,0,0,4349,0,0,0,2945
370,370,TF,1,171400,0,0,0,0,5023,0,0,0,4905,0,0,0,4678,0,0,0,4496,0,0,0,3400
370,370,T1,0,20300,0,0,0,0,4306,0,0,0,3934,0,0,0,4604,0,0,0,4501,0,0,0,2962
371,371,TF,1,171400,0,0,0,0,9030,0,0,0,9002,0,0,0,4685,0,0,0,4503,0,0,0,3441
371,371,T1,0,20300,0,0,0,0,4313,0,0,0,3941,0,0,0,4627,0,0,0,4508,0,0,0,2973
376,376,TF,1,171400,0,0,0,0,9198,0,0,0,9020,0,0,0,4787,0,0,0,4520,0,0,0,3469
376,376,T1,0,20500,0,0,0,0,4330,0,0,0,3958,0,0,0,4644,0,0,0,4650,0,0,0,3000
377,377,TF,1,171400,0,0,0,0,9451,0,0,0,5098,0,0,0,4866,0,0,0,4599,0,0,0,3549
377,377,T1,0,20600,0,0,0,0,4334,0,0,0,3962,0,0,0,4648,0,0,0,4654,0,0,0,3006
378,378,TF,2,171400,0,0,0,0,9455,0,0,0,9102,0,0,0,4869,0,0,0,4602,0,0,0,3555
378,378,T1,0,20600,0,0,0,0,4337,0,0,0,3965,0,0,0,4736,0,0,0,4657,0,0,0,3011
379,379,TF,2,171400,0,0,0,0,9455,0,0,0,3102,0,0,0,4869,0,0,0,4602,0,0,0,3555
379,379,T1,0,20600,0,0,0,0,4337,0,0,0,3965,0,0,0,4736,0,0,0,4657,0,0,0,3011
381,381,TF,2,171400,0,0,0,0,3465,0,0,0,9112,0,0,0,4880,0,0,0,4613,0,0,0,3571
381,381,T1,0,20700,0,0,0,0,4348,0,0,0,3976,0,0,0,4777,0,0,0,4668,0,0,0,3028
382,382,TF,2,171400,0,0,0,0,3469,0,0,0,9116,0,0,0,4883,0,0,0,4616,0,0,0,3977
382,382,T1,0,20800,0,0,0,0,4351,0,0,0,3979,0,0,0,4795,0,0,0,4671,0,0,0,3033
383,383,TF,2,171400,0,0,0,0,5499,0,0,0,9212,0,0,0,4883,0,0,0,4616,0,0,0,3577
383,383,T1,0,20800,0,0,0,0,4351,0,0,0,3979,0,0,0,4795,0,0,0,4671,0,0,0,3033
384,384,TF,2,237100,0,0,0,0,5502,0,0,0,9227,0,0,0,4887,0,0,0,4620,0,0,0,3582
384,384,T1,0,20800,0,0,0,0,4355,0,0,0,3983,0,0,0,4799,0,0,0,4675,0,0,0,3039
385,385,TF,2,237100,0,0,0,0,3509,0,0,0,3234,0,0,0,4894,0,0,0,4627,0,0,0,3593
385,385,T1,0,20900,0,0,0,0,4362,0,0,0,3990,0,0,0,4806,0,0,0,4682,0,0,0,3050
386,386,TF,2,237100,0,0,0,0,9513,0,0,0,9238,0,0,0,4897,0,0,0,4630,0,0,0,3599
386,386,T1,0,20900,0,0,0,0,4365,0,0,0,3993,0,0,0,4809,0,0,0,4685,0,0,0,3055
387,387,TF,2,237100,0,0,0,0,5513,0,0,0,5238,0,0,0,4897,0,0,0,4630,0,0,0,3599
387,387,T1,0,20900,0,0,0,0,4385,0,0,0,4017,0,0,0,4809,0,0,0,4685,0,0,0,3055
